,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date
25321,25322,2016,1,20,1,138.0,186.0,45.0,83.0,3400.0,2.0,-8.9,1030.8,-17.5,0.0,NE,0.9,Dongsi,2016-01-20 01:00:00
25322,25323,2016,1,20,2,156.0,197.0,53.0,87.0,3800.0,2.0,-8.6,1031.0,-17.2,0.0,NE,1.2,Dongsi,2016-01-20 02:00:00
25323,25324,2016,1,20,3,165.0,197.0,51.0,85.0,2700.0,2.0,-8.5,1031.3,-16.8,0.0,NE,1.1,Dongsi,2016-01-20 03:00:00
25324,25325,2016,1,20,4,156.0,183.0,53.0,76.0,2700.0,7.0,-8.4,1031.6,-16.8,0.0,ENE,1.0,Dongsi,2016-01-20 04:00:00
25325,25326,2016,1,20,5,135.0,150.0,45.0,71.0,2700.0,6.0,-8.9,1031.2,-18.4,0.0,ENE,2.1,Dongsi,2016-01-20 05:00:00
25326,25327,2016,1,20,6,126.0,151.0,55.0,71.0,3100.0,5.0,-9.1,1031.3,-17.2,0.0,E,1.6,Dongsi,2016-01-20 06:00:00
25327,25328,2016,1,20,7,123.0,161.0,68.0,70.0,4200.0,4.0,-9.2,1031.7,-17.0,0.0,ENE,1.1,Dongsi,2016-01-20 07:00:00
25328,25329,2016,1,20,8,118.0,157.0,84.0,69.0,4900.0,4.0,-9.1,1032.5,-17.6,0.0,E,0.7,Dongsi,2016-01-20 08:00:00
25329,25330,2016,1,20,9,108.0,147.0,88.0,70.0,4800.0,5.0,-8.4,1032.9,-17.0,0.0,ENE,1.7,Dongsi,2016-01-20 09:00:00
25330,25331,2016,1,20,10,113.0,155.0,86.0,70.0,4800.0,7.0,-7.3,1033.0,-16.0,0.0,ENE,2.2,Dongsi,2016-01-20 10:00:00
25331,25332,2016,1,20,11,127.0,171.0,87.0,70.0,4800.0,9.0,-6.5,1032.7,-15.5,0.0,E,2.3,Dongsi,2016-01-20 11:00:00
25332,25333,2016,1,20,12,121.0,156.0,77.0,70.0,4100.0,10.0,-5.7,1031.9,-15.0,0.0,E,1.7,Dongsi,2016-01-20 12:00:00
25333,25334,2016,1,20,13,134.0,169.0,76.0,73.0,3900.0,12.0,-4.5,1029.7,-14.9,0.0,E,2.1,Dongsi,2016-01-20 13:00:00
25334,25335,2016,1,20,14,138.0,173.0,70.0,73.0,3700.0,13.0,-4.0,1029.1,-15.9,0.0,ESE,2.3,Dongsi,2016-01-20 14:00:00
25335,25336,2016,1,20,15,133.0,158.0,60.0,75.0,3600.0,11.0,-3.9,1029.2,-15.9,0.0,ESE,1.7,Dongsi,2016-01-20 15:00:00
25336,25337,2016,1,20,16,122.0,147.0,55.0,74.0,3400.0,10.0,-4.1,1029.1,-16.3,0.0,E,1.9,Dongsi,2016-01-20 16:00:00
25337,25338,2016,1,20,17,112.0,143.0,57.0,78.0,3200.0,7.0,-4.6,1028.8,-16.2,0.0,E,1.5,Dongsi,2016-01-20 17:00:00
25338,25339,2016,1,20,18,131.0,162.0,57.0,82.0,3800.0,5.0,-5.2,1029.3,-15.0,0.0,ENE,1.3,Dongsi,2016-01-20 18:00:00
25339,25340,2016,1,20,19,136.0,166.0,58.0,81.0,4100.0,5.0,-6.0,1029.4,-14.8,0.0,ENE,1.1,Dongsi,2016-01-20 19:00:00
25340,25341,2016,1,20,20,137.0,159.0,63.0,80.0,3800.0,5.0,-6.5,1029.6,-14.5,0.0,ENE,1.2,Dongsi,2016-01-20 20:00:00
25341,25342,2016,1,20,21,128.0,152.0,65.0,80.0,3500.0,5.0,-6.8,1029.7,-14.3,0.0,E,1.2,Dongsi,2016-01-20 21:00:00
25342,25343,2016,1,20,22,152.0,191.0,78.0,86.0,3900.0,5.0,-7.3,1030.0,-14.2,0.0,E,0.8,Dongsi,2016-01-20 22:00:00
25343,25344,2016,1,20,23,161.0,202.0,85.0,83.0,3800.0,6.0,-7.2,1030.1,-12.9,0.0,E,1.5,Dongsi,2016-01-20 23:00:00
25344,25345,2016,1,21,0,150.0,186.0,56.0,73.0,3500.0,5.0,-7.4,1030.2,-11.2,0.0,E,1.3,Dongsi,2016-01-21 00:00:00
25345,25346,2016,1,21,1,121.0,127.0,31.0,62.0,2300.0,4.0,-7.0,1030.0,-9.9,0.0,E,1.3,Dongsi,2016-01-21 01:00:00
25346,25347,2016,1,21,2,104.0,104.0,20.0,56.0,2100.0,4.0,-6.9,1029.6,-9.6,0.0,E,1.7,Dongsi,2016-01-21 02:00:00
25347,25348,2016,1,21,3,100.0,101.0,23.0,56.0,2400.0,4.0,-6.9,1029.7,-9.5,0.0,E,1.7,Dongsi,2016-01-21 03:00:00
25348,25349,2016,1,21,4,109.0,109.0,23.0,57.0,2400.0,4.0,-6.8,1029.3,-9.2,0.0,ENE,1.1,Dongsi,2016-01-21 04:00:00
25349,25350,2016,1,21,5,110.0,110.0,23.0,57.0,2300.0,4.0,-6.9,1029.2,-9.6,0.0,E,0.6,Dongsi,2016-01-21 05:00:00
25350,25351,2016,1,21,6,111.0,111.0,28.0,61.0,2300.0,3.0,-6.8,1028.7,-9.5,0.0,ENE,1.1,Dongsi,2016-01-21 06:00:00
25351,25352,2016,1,21,7,84.0,84.0,30.0,57.0,1900.0,3.0,-6.9,1029.3,-9.0,0.0,E,0.9,Dongsi,2016-01-21 07:00:00
25352,25353,2016,1,21,8,82.0,82.0,31.0,54.0,2000.0,4.0,-6.5,1029.9,-8.8,0.0,E,0.7,Dongsi,2016-01-21 08:00:00
25353,25354,2016,1,21,9,80.0,90.0,33.0,57.0,2400.0,4.0,-6.1,1030.2,-8.5,0.0,ENE,1.6,Dongsi,2016-01-21 09:00:00
25354,25355,2016,1,21,10,99.0,109.0,36.0,57.0,2600.0,6.0,-5.9,1030.3,-8.6,0.0,NE,2.0,Dongsi,2016-01-21 10:00:00
25355,25356,2016,1,21,11,124.0,127.0,35.0,61.0,2500.0,7.0,-5.6,1030.0,-9.0,0.0,NE,1.6,Dongsi,2016-01-21 11:00:00
25356,25357,2016,1,21,12,143.0,143.0,32.0,66.0,2500.0,9.0,-4.9,1029.5,-9.0,0.0,NNE,1.3,Dongsi,2016-01-21 12:00:00
25357,25358,2016,1,21,13,155.0,155.0,34.0,64.0,2600.0,14.0,-4.4,1028.6,-9.2,0.0,ESE,2.4,Dongsi,2016-01-21 13:00:00
25358,25359,2016,1,21,14,157.0,157.0,32.0,65.0,2300.0,17.0,-3.8,1027.7,-9.6,0.0,ESE,2.4,Dongsi,2016-01-21 14:00:00
25359,25360,2016,1,21,15,147.0,147.0,32.0,64.0,2300.0,17.0,-3.7,1027.8,-9.9,0.0,E,2.2,Dongsi,2016-01-21 15:00:00
25360,25361,2016,1,21,16,132.0,132.0,27.0,65.0,1900.0,15.0,-3.7,1027.8,-9.7,0.0,E,1.8,Dongsi,2016-01-21 16:00:00
25361,25362,2016,1,21,17,138.0,145.0,27.0,73.0,2200.0,8.0,-4.4,1028.4,-9.6,0.0,E,1.4,Dongsi,2016-01-21 17:00:00
25362,25363,2016,1,21,18,156.0,165.0,30.0,77.0,2500.0,4.0,-5.3,1029.0,-9.6,0.0,E,1.0,Dongsi,2016-01-21 18:00:00
25363,25364,2016,1,21,19,149.0,151.0,28.0,71.0,2900.0,4.0,-6.0,1029.8,-9.4,0.0,E,1.2,Dongsi,2016-01-21 19:00:00
25364,25365,2016,1,21,20,144.0,145.0,28.0,64.0,2600.0,4.0,-6.2,1031.0,-9.2,0.0,ENE,1.2,Dongsi,2016-01-21 20:00:00
25365,25366,2016,1,21,21,140.0,149.0,29.0,66.0,3000.0,5.0,-6.7,1032.0,-9.1,0.0,E,1.3,Dongsi,2016-01-21 21:00:00
25366,25367,2016,1,21,22,146.0,154.0,33.0,66.0,3200.0,4.0,-6.6,1032.7,-9.0,0.0,E,1.1,Dongsi,2016-01-21 22:00:00
25367,25368,2016,1,21,23,168.0,175.0,32.0,64.0,3900.0,5.0,-6.8,1033.3,-9.4,0.0,E,0.9,Dongsi,2016-01-21 23:00:00
25368,25369,2016,1,22,0,156.0,156.0,37.0,64.0,3000.0,4.0,-6.7,1033.4,-9.3,0.0,NE,1.6,Dongsi,2016-01-22 00:00:00
25369,25370,2016,1,22,1,80.0,80.0,32.0,51.0,1500.0,18.0,-6.0,1034.2,-12.1,0.0,NNE,1.7,Dongsi,2016-01-22 01:00:00
25370,25371,2016,1,22,2,5.0,16.0,4.0,18.0,300.0,42.0,-6.4,1034.9,-22.0,0.0,NNW,3.7,Dongsi,2016-01-22 02:00:00
25371,25372,2016,1,22,3,9.0,26.0,3.0,17.0,300.0,38.0,-7.1,1035.1,-22.6,0.0,N,4.3,Dongsi,2016-01-22 03:00:00
25372,25373,2016,1,22,4,8.0,23.0,4.0,16.0,200.0,53.0,-7.6,1035.6,-23.8,0.0,NNW,3.8,Dongsi,2016-01-22 04:00:00
25373,25374,2016,1,22,5,6.0,22.0,4.0,11.0,300.0,60.0,-8.7,1036.1,-24.4,0.0,N,3.2,Dongsi,2016-01-22 05:00:00
25374,25375,2016,1,22,6,6.0,25.0,3.0,11.0,300.0,64.0,-9.7,1036.7,-26.5,0.0,NNW,4.1,Dongsi,2016-01-22 06:00:00
25375,25376,2016,1,22,7,8.0,33.0,2.0,13.0,300.0,64.0,-10.3,1037.8,-27.5,0.0,NNW,2.5,Dongsi,2016-01-22 07:00:00
25376,25377,2016,1,22,8,5.0,29.0,3.0,15.0,300.0,62.0,-11.2,1039.0,-28.3,0.0,NW,4.1,Dongsi,2016-01-22 08:00:00
25377,25378,2016,1,22,9,8.0,24.0,3.0,16.0,400.0,62.0,-11.1,1040.1,-28.7,0.0,NW,4.7,Dongsi,2016-01-22 09:00:00
25378,25379,2016,1,22,10,8.0,18.0,3.0,15.0,400.0,62.0,-11.4,1040.3,-30.0,0.0,NW,5.6,Dongsi,2016-01-22 10:00:00
25379,25380,2016,1,22,11,8.0,40.0,2.0,10.0,300.0,68.0,-11.5,1040.9,-31.2,0.0,NW,4.9,Dongsi,2016-01-22 11:00:00
25380,25381,2016,1,22,12,6.0,14.0,2.0,9.0,300.0,69.0,-10.9,1039.8,-31.3,0.0,WNW,5.7,Dongsi,2016-01-22 12:00:00
25381,25382,2016,1,22,13,3.0,23.0,2.0,8.0,300.0,68.0,-10.5,1039.0,-30.9,0.0,NW,4.7,Dongsi,2016-01-22 13:00:00
25382,25383,2016,1,22,14,3.0,30.0,2.0,8.0,300.0,68.0,-10.0,1038.2,-31.1,0.0,WNW,5.9,Dongsi,2016-01-22 14:00:00
25383,25384,2016,1,22,15,5.0,36.0,2.0,9.0,300.0,69.0,-10.2,1038.3,-31.3,0.0,NW,5.9,Dongsi,2016-01-22 15:00:00
25384,25385,2016,1,22,16,6.0,46.0,2.0,9.0,400.0,66.0,-10.1,1038.8,-31.2,0.0,NW,4.5,Dongsi,2016-01-22 16:00:00
25385,25386,2016,1,22,17,3.0,52.0,2.0,11.0,400.0,64.0,-11.1,1039.5,-31.4,0.0,NW,5.1,Dongsi,2016-01-22 17:00:00
25386,25387,2016,1,22,18,7.0,60.0,2.0,14.0,400.0,61.0,-11.3,1040.4,-31.0,0.0,NW,5.7,Dongsi,2016-01-22 18:00:00
25387,25388,2016,1,22,19,5.0,49.0,2.0,17.0,400.0,58.0,-11.7,1041.2,-31.3,0.0,NNW,4.1,Dongsi,2016-01-22 19:00:00
25388,25389,2016,1,22,20,6.0,42.0,2.0,14.0,400.0,60.0,-12.6,1041.8,-30.5,0.0,NNE,2.8,Dongsi,2016-01-22 20:00:00
25389,25390,2016,1,22,21,9.0,29.0,2.0,13.0,400.0,61.0,-12.6,1042.0,-31.0,0.0,NNW,2.7,Dongsi,2016-01-22 21:00:00
25390,25391,2016,1,22,22,11.0,24.0,2.0,18.0,400.0,55.0,-13.1,1041.6,-30.9,0.0,NNE,1.7,Dongsi,2016-01-22 22:00:00
25391,25392,2016,1,22,23,12.0,33.0,4.0,22.0,500.0,47.0,-14.0,1041.2,-29.8,0.0,ENE,1.9,Dongsi,2016-01-22 23:00:00
25392,25393,2016,1,23,0,9.0,32.0,7.0,30.0,600.0,39.0,-14.4,1040.8,-29.0,0.0,ENE,1.7,Dongsi,2016-01-23 00:00:00
25393,25394,2016,1,23,1,8.0,24.0,5.0,33.0,600.0,37.0,-13.8,1040.0,-28.4,0.0,NE,1.3,Dongsi,2016-01-23 01:00:00
25394,25395,2016,1,23,2,17.0,17.0,3.0,30.0,500.0,38.0,-14.2,1039.4,-28.0,0.0,ENE,2.2,Dongsi,2016-01-23 02:00:00
25395,25396,2016,1,23,3,10.0,13.0,2.0,19.0,500.0,49.0,-14.1,1039.0,-27.9,0.0,NE,1.6,Dongsi,2016-01-23 03:00:00
25396,25397,2016,1,23,4,10.0,10.0,2.0,14.0,400.0,57.0,-14.0,1038.5,-29.4,0.0,NE,1.4,Dongsi,2016-01-23 04:00:00
25397,25398,2016,1,23,5,7.0,7.0,3.0,17.0,500.0,52.0,-14.8,1038.5,-32.3,0.0,N,4.1,Dongsi,2016-01-23 05:00:00
25398,25399,2016,1,23,6,3.0,5.0,2.0,8.0,400.0,64.0,-15.6,1038.6,-33.5,0.0,NNW,4.0,Dongsi,2016-01-23 06:00:00
25399,25400,2016,1,23,7,5.0,11.0,2.0,9.0,400.0,63.0,-16.3,1039.5,-34.1,0.0,NNE,2.9,Dongsi,2016-01-23 07:00:00
25400,25401,2016,1,23,8,5.0,10.0,3.0,10.0,500.0,62.0,-16.8,1040.2,-34.5,0.0,N,4.8,Dongsi,2016-01-23 08:00:00
25401,25402,2016,1,23,9,7.0,14.0,4.0,11.0,500.0,63.0,-16.8,1040.8,-35.1,0.0,N,4.8,Dongsi,2016-01-23 09:00:00
25402,25403,2016,1,23,10,6.0,30.0,4.0,8.0,500.0,65.0,-15.9,1041.0,-34.8,0.0,N,4.7,Dongsi,2016-01-23 10:00:00
25403,25404,2016,1,23,11,10.0,32.0,4.0,5.0,500.0,68.0,-15.3,1041.1,-34.3,0.0,NW,4.3,Dongsi,2016-01-23 11:00:00
25404,25405,2016,1,23,12,3.0,44.0,4.0,5.0,500.0,67.0,-15.4,1040.2,-35.0,0.0,WNW,7.5,Dongsi,2016-01-23 12:00:00
25405,25406,2016,1,23,13,3.0,55.0,4.0,4.0,500.0,67.0,-15.0,1039.0,-35.3,0.0,WNW,5.7,Dongsi,2016-01-23 13:00:00
25406,25407,2016,1,23,14,5.0,56.0,2.0,4.0,500.0,68.0,-13.8,1038.7,-34.3,0.0,NW,4.8,Dongsi,2016-01-23 14:00:00
25407,25408,2016,1,23,15,7.0,64.0,2.0,6.0,500.0,66.0,-13.8,1038.9,-33.7,0.0,NNW,4.4,Dongsi,2016-01-23 15:00:00
25408,25409,2016,1,23,16,8.0,72.0,2.0,6.0,500.0,65.0,-14.4,1039.4,-34.2,0.0,NNW,5.4,Dongsi,2016-01-23 16:00:00
25409,25410,2016,1,23,17,5.0,67.0,2.0,8.0,500.0,62.0,-15.3,1039.7,-33.8,0.0,NNW,4.8,Dongsi,2016-01-23 17:00:00
25410,25411,2016,1,23,18,6.0,74.0,2.0,11.0,500.0,61.0,-15.8,1040.4,-33.2,0.0,NNW,4.4,Dongsi,2016-01-23 18:00:00
25411,25412,2016,1,23,19,5.0,73.0,2.0,12.0,600.0,60.0,-15.9,1041.1,-32.3,0.0,NNW,3.7,Dongsi,2016-01-23 19:00:00
25412,25413,2016,1,23,20,8.0,85.0,2.0,11.0,600.0,61.0,-16.2,1041.0,-32.1,0.0,NW,3.2,Dongsi,2016-01-23 20:00:00
25413,25414,2016,1,23,21,9.0,145.0,2.0,10.0,600.0,60.0,-16.1,1041.4,-32.1,0.0,NNW,4.4,Dongsi,2016-01-23 21:00:00
25414,25415,2016,1,23,22,5.0,105.0,2.0,12.0,600.0,57.0,-15.9,1040.8,-31.9,0.0,NNW,3.8,Dongsi,2016-01-23 22:00:00
25415,25416,2016,1,23,23,5.0,95.0,2.0,13.0,600.0,57.0,-16.0,1040.7,-32.4,0.0,NW,4.0,Dongsi,2016-01-23 23:00:00
25416,25417,2016,1,24,0,5.0,71.0,2.0,11.0,600.0,59.0,-15.8,1040.2,-31.8,0.0,NNW,4.2,Dongsi,2016-01-24 00:00:00
25417,25418,2016,1,24,1,4.0,60.0,2.0,11.0,700.0,58.0,-14.8,1039.7,-30.5,0.0,NNW,4.5,Dongsi,2016-01-24 01:00:00
25418,25419,2016,1,24,2,8.0,83.0,2.0,10.0,600.0,46.0,-14.5,1039.1,-29.8,0.0,NW,4.2,Dongsi,2016-01-24 02:00:00
25419,25420,2016,1,24,3,9.0,72.0,2.0,10.0,300.0,39.0,-14.4,1038.8,-29.7,0.0,NW,4.4,Dongsi,2016-01-24 03:00:00
25420,25421,2016,1,24,4,8.0,69.0,2.0,14.0,200.0,49.0,-14.0,1038.2,-29.4,0.0,NNW,3.5,Dongsi,2016-01-24 04:00:00
25421,25422,2016,1,24,5,7.0,64.0,2.0,13.0,300.0,56.0,-14.2,1038.0,-29.6,0.0,NNW,4.4,Dongsi,2016-01-24 05:00:00
25422,25423,2016,1,24,6,8.0,61.0,2.0,11.0,300.0,60.0,-14.3,1038.1,-30.1,0.0,NW,4.4,Dongsi,2016-01-24 06:00:00
25423,25424,2016,1,24,7,9.0,62.0,2.0,14.0,300.0,57.0,-14.1,1037.7,-29.5,0.0,NW,4.4,Dongsi,2016-01-24 07:00:00
25424,25425,2016,1,24,8,7.0,36.0,3.0,19.0,300.0,51.0,-14.0,1037.2,-29.0,0.0,WNW,3.4,Dongsi,2016-01-24 08:00:00
25425,25426,2016,1,24,9,10.0,32.0,4.0,24.0,400.0,46.0,-12.1,1036.9,-28.6,0.0,NW,3.4,Dongsi,2016-01-24 09:00:00
25426,25427,2016,1,24,10,11.0,37.0,3.0,18.0,400.0,53.0,-11.0,1037.0,-29.1,0.0,NNW,3.6,Dongsi,2016-01-24 10:00:00
25427,25428,2016,1,24,11,6.0,55.0,3.0,13.0,300.0,60.0,-9.5,1036.7,-28.4,0.0,NNW,4.4,Dongsi,2016-01-24 11:00:00
25428,25429,2016,1,24,12,13.0,61.0,4.0,10.0,300.0,64.0,-8.3,1035.7,-27.9,0.0,NNW,4.9,Dongsi,2016-01-24 12:00:00
25429,25430,2016,1,24,13,10.0,57.0,4.0,11.0,300.0,66.0,-7.1,1034.6,-28.1,0.0,NNW,3.6,Dongsi,2016-01-24 13:00:00
25430,25431,2016,1,24,14,11.0,45.0,4.0,9.0,300.0,68.0,-5.8,1033.6,-27.0,0.0,NW,4.9,Dongsi,2016-01-24 14:00:00
25431,25432,2016,1,24,15,15.0,48.0,3.0,11.0,300.0,67.0,-5.5,1033.0,-26.1,0.0,NW,4.4,Dongsi,2016-01-24 15:00:00
25432,25433,2016,1,24,16,4.0,59.0,3.0,14.0,300.0,66.0,-5.4,1032.3,-25.5,0.0,NW,4.1,Dongsi,2016-01-24 16:00:00
25433,25434,2016,1,24,17,10.0,63.0,4.0,19.0,300.0,58.0,-4.7,1032.2,-24.9,0.0,NNW,4.5,Dongsi,2016-01-24 17:00:00
25434,25435,2016,1,24,18,12.0,60.0,5.0,37.0,400.0,39.0,-4.8,1031.9,-24.4,0.0,NW,2.5,Dongsi,2016-01-24 18:00:00
25435,25436,2016,1,24,19,21.0,70.0,6.0,55.0,700.0,14.0,-4.9,1031.5,-23.9,0.0,NNW,1.4,Dongsi,2016-01-24 19:00:00
25436,25437,2016,1,24,20,37.0,69.0,8.0,51.0,600.0,13.0,-4.8,1031.4,-23.8,0.0,NW,2.0,Dongsi,2016-01-24 20:00:00
25437,25438,2016,1,24,21,31.0,67.0,7.0,53.0,700.0,13.0,-5.7,1031.5,-23.6,0.0,WSW,1.4,Dongsi,2016-01-24 21:00:00
25438,25439,2016,1,24,22,31.0,65.0,11.0,70.0,1000.0,2.0,-6.2,1031.5,-22.6,0.0,NNE,1.3,Dongsi,2016-01-24 22:00:00
25439,25440,2016,1,24,23,24.0,71.0,19.0,69.0,1100.0,8.0,-4.5,1031.1,-24.1,0.0,NNW,3.6,Dongsi,2016-01-24 23:00:00
25440,25441,2016,1,25,0,14.0,54.0,7.0,41.0,500.0,32.0,-4.9,1030.9,-23.9,0.0,NNW,2.0,Dongsi,2016-01-25 00:00:00
25441,25442,2016,1,25,1,12.0,51.0,6.0,29.0,400.0,46.0,-4.4,1030.2,-23.0,0.0,NE,3.2,Dongsi,2016-01-25 01:00:00
25442,25443,2016,1,25,2,14.0,46.0,6.0,26.0,300.0,50.0,-4.4,1029.7,-23.5,0.0,N,3.1,Dongsi,2016-01-25 02:00:00
25443,25444,2016,1,25,3,11.0,44.0,11.0,28.0,400.0,48.0,-4.5,1029.3,-23.1,0.0,N,3.4,Dongsi,2016-01-25 03:00:00
25444,25445,2016,1,25,4,14.0,37.0,7.0,31.0,400.0,43.0,-4.7,1028.6,-23.2,0.0,N,2.9,Dongsi,2016-01-25 04:00:00
25445,25446,2016,1,25,5,10.0,32.0,6.0,35.0,300.0,39.0,-5.0,1028.1,-24.0,0.0,NE,2.8,Dongsi,2016-01-25 05:00:00
25446,25447,2016,1,25,6,15.0,35.0,6.0,44.0,400.0,30.0,-5.1,1027.7,-24.6,0.0,NNW,2.6,Dongsi,2016-01-25 06:00:00
25447,25448,2016,1,25,7,17.0,44.0,8.0,60.0,500.0,14.0,-5.3,1028.0,-24.8,0.0,NNW,1.8,Dongsi,2016-01-25 07:00:00
25448,25449,2016,1,25,8,13.0,50.0,11.0,73.0,600.0,5.0,-5.0,1028.2,-25.1,0.0,NNW,2.7,Dongsi,2016-01-25 08:00:00
25449,25450,2016,1,25,9,18.0,42.0,12.0,38.0,500.0,35.0,-3.6,1028.3,-24.6,0.0,N,2.1,Dongsi,2016-01-25 09:00:00
25450,25451,2016,1,25,10,17.0,43.0,11.0,29.0,500.0,47.0,-2.6,1027.7,-25.0,0.0,NNW,2.7,Dongsi,2016-01-25 10:00:00
25451,25452,2016,1,25,11,16.0,36.0,9.0,23.0,400.0,57.0,-0.9,1027.4,-25.1,0.0,NNW,3.1,Dongsi,2016-01-25 11:00:00
25452,25453,2016,1,25,12,12.0,32.0,9.0,20.0,300.0,62.0,0.4,1026.2,-24.9,0.0,NW,3.2,Dongsi,2016-01-25 12:00:00
25453,25454,2016,1,25,13,11.0,28.0,8.0,17.0,300.0,65.0,0.9,1025.0,-25.4,0.0,NNW,3.2,Dongsi,2016-01-25 13:00:00
25454,25455,2016,1,25,14,15.0,26.0,8.0,18.0,300.0,64.0,1.9,1023.9,-24.6,0.0,NW,2.9,Dongsi,2016-01-25 14:00:00
25455,25456,2016,1,25,15,10.0,26.0,7.0,21.0,300.0,62.0,2.2,1023.1,-25.3,0.0,NNW,2.9,Dongsi,2016-01-25 15:00:00
25456,25457,2016,1,25,16,10.0,24.0,7.0,18.0,300.0,67.0,2.3,1022.8,-25.3,0.0,NW,2.2,Dongsi,2016-01-25 16:00:00
25457,25458,2016,1,25,17,21.0,47.0,14.0,42.0,600.0,45.0,1.0,1022.9,-24.4,0.0,NW,3.2,Dongsi,2016-01-25 17:00:00
25458,25459,2016,1,25,18,74.0,103.0,31.0,76.0,1100.0,14.0,-0.1,1022.9,-23.0,0.0,WNW,1.8,Dongsi,2016-01-25 18:00:00
25459,25460,2016,1,25,19,98.0,139.0,40.0,96.0,1600.0,4.0,-0.5,1023.1,-22.6,0.0,WNW,2.1,Dongsi,2016-01-25 19:00:00
25460,25461,2016,1,25,20,82.0,101.0,23.0,93.0,1500.0,2.0,-1.0,1023.3,-22.4,0.0,WNW,1.6,Dongsi,2016-01-25 20:00:00
25461,25462,2016,1,25,21,44.0,57.0,24.0,83.0,1300.0,2.0,-1.9,1023.5,-21.4,0.0,WNW,1.5,Dongsi,2016-01-25 21:00:00
25462,25463,2016,1,25,22,51.0,77.0,30.0,92.0,1900.0,2.0,-5.1,1023.6,-19.6,0.0,NE,0.3,Dongsi,2016-01-25 22:00:00
25463,25464,2016,1,25,23,56.0,80.0,33.0,86.0,2100.0,2.0,-6.3,1023.6,-20.0,0.0,E,0.8,Dongsi,2016-01-25 23:00:00
25464,25465,2016,1,26,0,52.0,76.0,31.0,82.0,1800.0,2.0,-1.1,1023.9,-21.9,0.0,NNW,3.2,Dongsi,2016-01-26 00:00:00
25465,25466,2016,1,26,1,40.0,53.0,24.0,65.0,1000.0,6.0,-1.1,1023.5,-21.9,0.0,NNW,3.2,Dongsi,2016-01-26 01:00:00
25466,25467,2016,1,26,2,22.0,38.0,13.0,28.0,500.0,28.0,-1.4,1023.4,-22.1,0.0,NNW,3.6,Dongsi,2016-01-26 02:00:00
25467,25468,2016,1,26,3,18.0,42.0,11.0,23.0,400.0,32.0,-1.9,1023.7,-22.5,0.0,NNW,3.5,Dongsi,2016-01-26 03:00:00
25468,25469,2016,1,26,4,20.0,35.0,9.0,23.0,400.0,54.0,-2.4,1023.6,-22.9,0.0,NNW,3.7,Dongsi,2016-01-26 04:00:00
25469,25470,2016,1,26,5,16.0,53.0,6.0,17.0,400.0,61.0,-3.7,1023.5,-23.5,0.0,N,1.9,Dongsi,2016-01-26 05:00:00
25470,25471,2016,1,26,6,15.0,71.0,5.0,19.0,400.0,59.0,-3.9,1023.5,-23.6,0.0,N,2.9,Dongsi,2016-01-26 06:00:00
25471,25472,2016,1,26,7,20.0,80.0,9.0,24.0,400.0,53.0,-4.3,1024.2,-24.0,0.0,NNW,3.9,Dongsi,2016-01-26 07:00:00
25472,25473,2016,1,26,8,20.0,67.0,12.0,33.0,500.0,42.0,-4.5,1024.7,-23.6,0.0,N,3.9,Dongsi,2016-01-26 08:00:00
25473,25474,2016,1,26,9,19.0,68.0,11.0,37.0,500.0,38.0,-3.6,1025.8,-22.8,0.0,NNE,2.2,Dongsi,2016-01-26 09:00:00
25474,25475,2016,1,26,10,20.0,60.0,9.0,29.0,500.0,48.0,-2.5,1026.2,-23.0,0.0,N,2.6,Dongsi,2016-01-26 10:00:00
25475,25476,2016,1,26,11,17.0,63.0,9.0,18.0,500.0,61.0,-1.1,1025.8,-23.1,0.0,NNW,3.3,Dongsi,2016-01-26 11:00:00
25476,25477,2016,1,26,12,11.0,65.0,8.0,14.0,400.0,68.0,-0.5,1025.0,-23.3,0.0,NW,5.1,Dongsi,2016-01-26 12:00:00
25477,25478,2016,1,26,13,20.0,53.0,9.0,12.0,400.0,72.0,0.0,1024.3,-22.9,0.0,NNW,4.1,Dongsi,2016-01-26 13:00:00
25478,25479,2016,1,26,14,18.0,38.0,10.0,14.0,400.0,72.0,0.8,1023.2,-22.2,0.0,NW,4.1,Dongsi,2016-01-26 14:00:00
25479,25480,2016,1,26,15,18.0,45.0,12.0,17.0,500.0,70.0,1.1,1022.7,-22.7,0.0,NNW,3.5,Dongsi,2016-01-26 15:00:00
25480,25481,2016,1,26,16,19.0,43.0,12.0,20.0,500.0,65.0,1.4,1022.7,-22.5,0.0,NNW,2.6,Dongsi,2016-01-26 16:00:00
25481,25482,2016,1,26,17,22.0,43.0,11.0,29.0,500.0,56.0,0.7,1023.0,-21.6,0.0,WNW,2.8,Dongsi,2016-01-26 17:00:00
25482,25483,2016,1,26,18,19.0,44.0,10.0,39.0,600.0,41.0,0.2,1023.3,-21.4,0.0,NNW,1.9,Dongsi,2016-01-26 18:00:00
25483,25484,2016,1,26,19,39.0,71.0,21.0,63.0,900.0,19.0,-0.2,1023.8,-20.5,0.0,NW,1.7,Dongsi,2016-01-26 19:00:00
25484,25485,2016,1,26,20,89.0,121.0,23.0,81.0,1400.0,4.0,-2.3,1024.2,-19.7,0.0,WNW,0.6,Dongsi,2016-01-26 20:00:00
